"MAX_PLAN_DT","PLAN_CTRL_CD","PLAN_CTRL_NUM"
7/14/1992,"R","2816"
7/21/1992,"S","2797"
7/29/1992,"S","2803"
4/21/1992,"N","4287"
5/6/1992,"N","4295"
5/15/1992,"N","4298"
6/10/1992,"N","4307"
3/4/1992,"N","4264"
3/18/1992,"N","4266"
3/27/1992,"N","4272"
3/27/1992,"N","4273"
1/13/1992,"N","4220"
1/22/1992,"S","2738"
1/22/1992,"R","2780"
1/23/1992,"N","4228"
1/27/1992,"N","4229"
2/6/1992,"N","4240"
2/6/1992,"R","2783"
2/13/1992,"N","4244"
2/14/1992,"N","4246"
4/15/2009,"S","7319"
4/16/2009,"R","4938"
4/20/2009,"N","9372"
4/9/2009,"R","4939"
4/29/2009,"R","4940"
12/26/2006,"S","7017"
5/19/2009,"N","9377"
11/20/2007,"N","9104"
3/26/2009,"N","9362"
6/2/2009,"S","7323"
7/22/2009,"N","9390"
6/2/2009,"N","9392"
6/23/2009,"R","4945"
7/30/2009,"N","9393"
6/18/2009,"S","7328"
7/20/2009,"S","7333"
9/8/2009,"N","9411"
8/13/2009,"N","9414"
8/3/2009,"S","7340"
7/23/2009,"R","4958"
7/8/2009,"N","9407"
12/10/2009,"N","9418"
8/19/2009,"N","9421"
8/13/2009,"R","4967"
8/17/2009,"R","4970"
8/26/2009,"N","9425"
10/23/2009,"N","9431"
9/14/2009,"R","4975"
10/13/2009,"S","7355"
10/27/2009,"R","4985"
10/29/2009,"R","4987"
11/3/2009,"S","7366"
11/20/2009,"N","9468"
11/18/2009,"R","4989"
11/25/2009,"R","4991"
10/29/2009,"N","9454"
11/30/2009,"N","9458"
1/4/2010,"S","7373"
2/12/2010,"N","9484"
1/21/2010,"R","5007"
3/2/2010,"N","9490"
2/17/2010,"N","9496"
10/26/2011,"N","9504"
3/15/2010,"R","5021"
3/15/2010,"R","5022"
3/15/2010,"S","7396"
5/26/2011,"N","9506"
3/19/2010,"R","5027"
3/29/2010,"S","7409"
9/30/2010,"S","7400"
4/23/2010,"R","5038"
5/11/2010,"S","7420"
9/12/2011,"S","7421"
5/4/2010,"R","5042"
9/15/2010,"R","5045"
9/9/2010,"R","5059"
10/22/2010,"S","7435"
9/21/2010,"R","5069"
9/29/2010,"R","5072"
8/7/2011,"R","5075"
4/5/2012,"S","7442"
1/19/2011,"R","5086"
10/29/2010,"R","5087"
11/19/2010,"S","7446"
6/14/2011,"R","5092"
1/12/2011,"R","5098"
5/20/2011,"R","5112"
4/29/2011,"N","9553"
4/21/2011,"S","7457"
10/8/2010,"S","7458"
9/27/1985,"N","2306"
7/18/2011,"N","9558"
8/30/2011,"R","5148"
3/24/2011,"R","5152"
5/17/2011,"R","5155"
5/24/2011,"R","5159"
9/29/2011,"N","9569"
4/13/2011,"R","5163"
4/14/2011,"R","5164"
9/23/1981,"R","434"
5/13/2011,"R","5178"
5/3/2011,"R","5180"
8/9/2011,"S","7480"
6/6/2011,"S","7481"
8/4/2011,"N","9576"
10/27/2011,"N","9577"
6/16/2011,"R","5210"
12/7/2011,"N","9579"
7/13/2011,"R","5214"
12/7/2011,"N","9584"
7/6/2011,"R","5216"
8/16/2011,"S","7492"
9/22/2011,"N","9588"
4/10/2012,"S","7493"
10/14/2011,"N","9590"
8/3/2011,"R","5246"
9/7/2011,"R","5249"
8/10/2011,"R","5264"
10/28/2011,"R","5276"
9/2/2011,"R","5283"
8/26/2011,"R","5289"
9/21/2011,"S","7506"
9/9/2011,"R","5305"
12/1/2011,"S","7509"
12/20/2011,"R","5324"
9/28/2011,"R","5327"
11/8/2011,"N","9601"
10/12/2011,"R","5340"
10/12/2011,"R","5341"
10/26/2011,"R","5357"
10/26/2011,"R","5359"
3/30/2012,"N","9606"
11/28/2011,"S","7528"
11/16/2011,"R","5387"
12/28/2011,"R","5389"
11/17/2011,"R","5391"
11/21/2011,"R","5394"
11/29/2011,"R","5398"
5/23/2012,"R","5399"
2/22/2012,"N","9613"
2/8/2012,"N","9615"
6/7/2012,"N","9617"
2/17/2012,"R","5431"
1/10/2012,"R","5433"
3/16/2012,"S","7542"
2/23/2012,"N","9623"
5/23/2012,"N","9628"
4/2/2012,"S","7546"
2/15/2012,"R","5463"
2/20/2012,"R","5464"
4/29/2013,"R","5465"
2/20/2012,"R","5467"
2/16/2012,"R","5470"
2/16/2012,"R","5474"
1/17/2012,"R","5476"
3/5/2012,"N","9630"
2/27/2012,"R","5479"
4/5/2012,"N","9631"
2/24/2012,"R","5481"
2/29/2012,"R","5486"
3/2/2012,"R","5487"
5/18/2012,"R","5488"
6/13/2012,"N","9637"
4/11/2012,"R","5492"
5/4/2012,"S","7551"
4/5/2012,"R","5503"
8/10/2012,"N","9638"
6/25/2012,"N","9639"
3/26/2012,"R","5511"
4/3/2012,"R","5513"
4/3/2012,"R","5520"
4/24/2012,"R","5525"
5/31/2012,"N","9646"
4/16/2012,"R","5544"
5/17/2012,"R","5546"
5/18/2012,"R","5549"
5/10/2012,"R","5557"
5/9/2012,"R","5558"
5/16/2012,"R","5565"
7/10/2012,"R","5569"
5/24/2012,"R","5574"
7/10/2012,"R","5575"
5/18/2012,"R","5579"
5/23/2012,"R","5581"
5/31/2012,"N","9652"
5/30/2012,"R","5592"
11/29/2012,"S","7563"
2/21/2013,"R","5598"
6/4/2012,"N","9653"
6/12/2012,"R","5608"
6/29/2012,"R","5621"
6/15/2012,"S","7568"
6/18/2012,"R","5626"
6/20/2012,"R","5627"
6/21/2012,"R","5628"
6/14/2012,"R","5632"
7/9/2012,"R","5640"
7/10/2012,"R","5641"
7/25/2012,"R","5645"
8/2/2012,"S","7578"
8/7/2012,"R","5659"
9/6/2012,"R","5665"
9/4/2012,"R","5667"
10/9/2012,"S","7582"
6/20/2013,"R","5689"
10/8/2012,"R","5710"
10/22/2012,"R","5714"
3/4/2013,"S","7592"
10/29/2012,"R","5716"
10/31/2012,"R","5719"
5/9/2013,"R","5735"
11/13/2012,"R","5738"
11/26/2012,"R","5744"
1/3/2013,"R","5746"
11/21/2012,"R","5748"
11/21/2012,"R","5749"
5/9/2013,"R","5750"
11/27/2012,"R","5752"
11/27/2012,"R","5753"
12/5/2012,"N","9672"
2/15/2013,"R","5765"
2/4/2013,"S","7595"
1/11/2013,"R","5774"
1/30/2013,"R","5775"
1/10/2013,"R","5777"
12/21/2012,"R","5778"
3/11/2013,"N","9682"
2/20/2013,"R","5784"
4/12/2013,"N","9685"
11/28/2012,"R","5797"
1/28/2013,"R","5801"
2/6/2013,"R","5812"
3/28/2013,"R","5813"
6/19/2013,"N","9696"
2/26/2013,"R","5825"
5/1/2013,"N","9702"
3/11/2013,"R","5842"
6/19/2013,"N","9708"
4/1/2013,"R","5855"
5/21/2013,"N","9709"
5/30/2013,"N","9712"
4/17/2013,"R","5868"
6/24/2013,"R","5873"
7/9/2013,"S","7612"
6/26/2013,"R","5886"
6/17/2013,"R","5904"
8/23/2013,"R","5906"
8/16/2013,"S","7621"
10/25/2013,"R","5929"
8/30/2013,"R","5931"
8/5/2013,"R","5935"
11/12/2013,"R","5941"
7/29/2013,"R","5951"
8/28/2013,"R","5956"
9/26/2013,"R","5965"
12/17/2013,"S","7627"
4/1/2014,"S","7631"
11/29/2013,"N","9754"
10/23/2013,"R","5983"
11/13/2013,"R","5984"
10/17/2013,"R","5991"
10/23/2013,"R","5993"
10/29/2013,"R","6003"
6/3/2014,"S","7642"
12/2/2013,"N","9763"
12/16/2013,"R","6030"
11/27/2013,"R","6032"
12/11/2013,"R","6041"
1/8/2014,"R","6045"
1/7/2014,"R","6052"
2/24/2014,"S","7648"
3/5/2014,"S","7649"
5/12/2014,"N","9776"
1/21/2014,"R","6057"
2/25/2014,"S","7650"
1/29/2014,"R","6062"
5/28/2014,"N","9781"
2/4/2014,"R","6066"
2/24/2014,"R","6072"
3/18/2014,"N","9784"
2/19/2014,"S","7657"
7/2/2014,"S","7659"
2/28/2014,"S","7660"
6/3/2014,"S","7665"
4/16/2014,"N","9789"
3/20/2014,"R","6100"
4/22/2014,"S","7667"
4/21/2014,"R","6101"
5/6/2014,"S","7668"
4/7/2014,"R","6109"
4/9/2014,"R","6110"
4/21/2014,"R","6115"
5/5/2014,"S","7678"
5/6/2014,"R","6124"
5/8/2014,"R","6127"
5/14/2014,"R","6128"
7/10/2014,"N","9807"
6/30/2014,"R","6157"
9/16/2014,"N","9814"
8/29/2014,"N","9818"
7/2/2014,"R","6161"
7/8/2014,"R","6164"
8/25/2014,"N","9821"
11/13/2014,"R","6178"
9/25/2014,"S","7694"
8/20/2014,"R","6190"
9/12/2014,"R","6197"
12/2/2014,"S","7707"
11/14/2014,"S","7708"
11/20/2014,"R","6212"
10/6/2014,"R","6217"
10/17/2014,"R","6224"
3/3/2015,"N","9838"
10/29/2014,"R","6230"
11/18/2014,"R","6231"
1/15/2015,"R","6232"
11/7/2014,"R","6237"
3/19/2015,"S","7713"
6/16/2015,"N","9848"
4/9/2015,"R","6252"
12/18/2014,"R","6254"
1/30/2015,"N","9859"
2/13/2015,"R","6266"
3/18/2015,"N","9863"
6/5/2015,"R","6285"
6/12/2015,"S","7737"
3/13/2015,"R","6301"
3/20/2015,"R","6304"
4/10/2015,"R","6305"
7/16/2015,"R","6309"
5/13/2015,"R","6311"
8/13/2015,"N","9883"
7/14/2015,"R","6325"
5/27/2015,"R","6329"
6/2/2015,"R","6335"
7/7/2015,"R","6342"
7/22/2015,"R","6344"
6/22/2015,"S","7755"
10/19/2015,"N","9893"
7/8/2015,"R","6357"
7/21/2015,"R","6367"
1/26/2016,"S","7767"
8/5/2015,"R","6377"
8/11/2015,"R","6378"
8/14/2015,"R","6382"
11/18/2015,"N","9907"
9/1/2015,"S","7774"
9/3/2015,"R","6393"
11/30/2015,"R","6400"
12/17/2015,"N","9917"
11/10/2015,"R","6426"
1/7/2016,"S","7785"
1/26/2016,"S","7786"
1/22/2016,"S","7787"
1/6/2016,"N","9922"
11/13/2017,"N","9924"
4/4/2016,"N","9930"
8/9/2016,"N","9953"
1/6/2016,"R","6437"
6/6/2016,"N","9935"
6/30/2016,"R","6490"
3/3/2016,"N","9937"
5/4/2016,"S","7804"
6/24/2016,"S","7805"
6/21/2016,"R","6483"
5/11/2016,"R","6478"
7/14/2016,"R","6479"
2/22/2016,"R","6424"
2/15/2016,"R","6444"
3/15/2016,"R","6468"
7/8/2016,"R","6493"
7/6/2016,"S","7808"
8/23/2016,"R","6497"
9/15/2016,"R","6500"
11/17/2017,"S","7860"
3/22/2018,"S","7875"
8/22/2018,"R","6679"
5/15/2017,"S","7831"
2/1/2018,"R","6653"
3/15/2018,"N","10005"
5/5/2017,"R","6544"
5/23/2017,"S","7848"
1/4/2017,"S","7826"
10/24/2017,"N","10002"
12/19/2017,"N","10003"
1/26/2017,"R","6553"
6/30/2017,"R","6587"
1/10/2018,"R","6654"
12/11/2017,"R","6655"
5/2/2017,"R","6573"
5/5/2017,"R","6545"
6/20/2017,"R","6596"
6/30/2017,"R","6599"
5/19/2017,"N","9980"
5/17/2017,"R","6526"
8/17/2017,"S","7859"
4/25/2018,"N","10009"
10/30/2017,"R","6609"
8/2/2018,"R","6747"
12/1/2016,"R","6522"
6/5/2017,"R","6575"
9/25/2017,"R","6619"
9/25/2017,"R","6624"
11/30/2017,"R","6652"
8/14/2018,"R","6675"
5/18/2017,"R","6542"
9/14/2017,"R","6613"
10/30/2017,"R","6643"
9/6/2017,"R","6628"
4/3/2018,"R","6688"
5/18/2017,"S","7847"
10/30/2017,"N","10004"
3/13/2017,"R","6558"
12/22/2016,"N","9968"
10/13/2016,"N","9962"
2/9/2017,"R","6556"
2/21/2017,"N","9971"
11/20/2017,"S","7878"
5/15/2018,"N","10011"
4/4/2017,"R","6565"
9/16/2016,"R","6509"
10/3/2016,"R","6513"
7/16/2018,"S","7890"
7/16/2018,"N","10019"
2/6/2019,"N","10055"
6/29/2018,"R","6732"
6/6/2019,"R","6824"
6/6/2019,"R","6826"
6/27/2018,"R","6710"
12/11/2018,"R","6789"
5/9/2018,"S","7893"
3/29/2019,"R","6803"
11/15/2018,"R","6748"
8/15/2018,"R","6731"
7/24/2018,"S","7904"
10/12/2018,"N","10031"
6/19/2019,"N","10068"
11/8/2018,"R","6724"
5/20/2019,"N","10057"
3/1/2019,"S","7924"
8/31/2018,"R","6696"
6/22/2018,"R","6728"
4/12/2019,"R","6834"
5/14/2019,"R","6828"
6/28/2019,"N","10074"
12/11/2018,"N","10041"
5/13/2019,"R","6847"
6/14/2019,"R","6872"
6/26/2019,"N","10073"
3/6/2019,"S","7939"
6/26/2019,"R","6853"
11/12/2003,"N","7883"
2/27/2009,"N","9350"
3/24/2009,"R","3750"
3/25/2009,"N","9359"
3/30/2009,"N","9345"
4/20/2009,"R","4929"
3/20/2009,"S","7311"
3/10/2009,"R","4925"
2/24/2009,"S","7263"
2/13/2009,"N","9291"
2/17/2009,"N","9347"
2/17/2009,"R","4920"
2/4/2009,"N","9339"
2/19/2009,"N","9340"
1/29/2009,"S","7300"
1/23/2009,"N","9241"
1/26/2009,"N","9279"
1/9/2009,"N","9321"
12/18/2008,"N","9310"
12/9/2008,"R","4904"
11/18/2008,"S","7272"
10/20/2008,"N","9232"
9/11/2008,"N","9259"
10/6/2008,"S","7269"
7/29/2008,"R","4855"
8/25/2008,"N","9249"
8/25/2008,"S","7249"
10/24/2006,"S","6848"
8/26/2005,"N","8529"
9/2/2009,"N","9251"
7/8/2008,"R","4847"
8/11/2008,"S","7238"
8/15/2008,"N","9216"
7/25/2008,"R","4854"
7/17/2008,"R","4850"
7/24/2008,"S","7241"
6/17/2008,"S","7222"
6/24/2008,"N","9191"
5/14/2008,"S","7221"
5/9/2008,"S","7220"
5/12/2008,"S","7213"
4/29/2008,"R","4820"
5/1/2008,"R","4822"
4/23/2008,"N","9184"
3/20/2008,"N","9166"
3/31/2008,"S","7199"
4/2/2008,"N","9171"
3/21/2008,"R","4807"
3/26/2008,"R","4810"
3/17/2008,"N","9153"
8/9/2001,"N","7239"
9/12/2001,"N","7236"
2/27/2008,"R","4795"
3/11/2008,"R","4801"
2/28/2008,"S","7189"
3/4/2008,"R","4798"
2/25/2008,"N","9145"
2/26/2008,"S","7187"
2/14/2008,"S","7182"
2/14/2008,"N","9132"
1/18/2002,"N","7253"
2/1/2008,"R","4783"
1/24/2008,"N","9090"
12/6/2007,"S","7140"
1/17/2008,"S","7156"
1/17/2008,"N","9123"
1/17/2008,"S","7174"
1/18/2008,"N","9109"
12/11/2007,"N","9110"
12/4/2007,"R","4756"
12/10/2007,"S","7165"
11/27/2007,"R","4752"
11/29/2007,"S","7159"
9/5/2007,"S","7125"
11/13/2007,"R","4746"
11/15/2007,"R","4747"
11/2/2007,"S","7148"
10/23/2007,"S","7131"
10/12/2007,"N","9062"
10/12/2007,"R","4731"
10/15/2007,"S","7141"
10/15/2007,"N","9081"
10/4/2007,"N","9076"
9/28/2007,"S","7130"
10/1/2007,"R","4723"
9/25/2007,"N","9072"
9/11/2007,"N","9063"
9/11/2007,"N","9055"
9/7/2007,"R","4713"
8/14/2007,"S","7082"
5/11/2007,"N","8998"
8/17/2007,"N","9032"
7/26/2007,"N","9041"
5/29/2007,"S","7099"
6/13/2007,"N","9017"
6/13/2007,"N","9016"
7/17/2007,"N","9035"
7/23/2007,"S","7104"
7/3/2007,"S","7079"
7/9/2007,"N","9030"
6/26/2007,"N","9020"
6/29/2007,"S","7094"
6/29/2007,"S","7078"
7/2/2007,"R","4696"
6/19/2007,"R","4690"
6/20/2007,"S","7088"
5/31/2007,"N","9012"
6/8/2007,"N","8905"
1/25/2007,"S","6928"
6/1/2007,"R","4683"
6/1/2007,"S","7085"
5/15/2007,"R","4676"
4/23/2007,"S","7045"
5/16/2007,"N","8913"
5/21/2007,"N","9005"
5/21/2007,"N","8979"
3/13/2007,"S","7048"
5/11/2007,"N","8997"
7/3/2006,"N","8674"
5/14/2007,"R","4674"
4/2/2007,"N","8964"
5/3/2007,"R","4667"
4/26/2007,"S","7055"
8/14/1981,"N","789"
3/29/2007,"R","4640"
3/29/2007,"S","7060"
12/1/2004,"N","8180"
3/13/2007,"R","4608"
3/19/2007,"R","4623"
3/20/2007,"N","8963"
3/20/2007,"R","4625"
3/13/2007,"R","4611"
3/5/2007,"N","8942"
3/1/2007,"N","8911"
3/15/2007,"R","4617"
2/26/2007,"R","4567"
2/22/2007,"R","4560"
3/12/2007,"R","4601"
3/12/2007,"R","4603"
3/12/2007,"R","4545"
3/5/2007,"R","4586"
3/2/2007,"N","8803"
3/6/2007,"N","8947"
2/27/2007,"S","7047"
2/28/2007,"N","8936"
3/7/2007,"N","8948"
3/7/2007,"R","4594"
3/7/2007,"R","4597"
3/7/2007,"N","8939"
3/1/2007,"S","7029"
1/12/2007,"R","4464"
3/1/2007,"R","4580"
2/6/2007,"R","4457"
2/27/2007,"R","4577"
2/15/2007,"R","4538"
2/15/2007,"R","4539"
2/12/2007,"N","8837"
2/13/2007,"R","4527"
2/13/2007,"R","4534"
2/8/2007,"S","7018"
2/8/2007,"N","8897"
2/8/2007,"S","7036"
2/5/2007,"S","7031"
2/6/2007,"N","8919"
1/26/2007,"N","8910"
1/19/2007,"R","4486"
1/19/2007,"S","7026"
1/12/2007,"R","4475"
1/16/2007,"R","4480"
1/16/2007,"R","4482"
1/16/2007,"R","4483"
1/12/2007,"R","4461"
1/10/2007,"N","8891"
1/11/2007,"N","8898"
12/29/2006,"N","8853"
1/8/2007,"S","6996"
1/4/2007,"R","4452"
12/8/2006,"R","4423"
12/20/2006,"S","7016"
12/14/2006,"S","7013"
12/14/2006,"N","8878"
12/15/2006,"N","8886"
12/15/2006,"R","4428"
12/8/2006,"R","4403"
12/8/2006,"R","4408"
12/8/2006,"R","4413"
12/8/2006,"R","4415"
12/8/2006,"R","4404"
12/7/2006,"R","4396"
11/27/2006,"R","4388"
11/28/2006,"N","8875"
11/27/2006,"R","4382"
11/15/2006,"N","8866"
11/20/2006,"S","7004"
11/15/2006,"N","8867"
3/22/1985,"N","2078"
11/6/2006,"S","6993"
10/20/2006,"R","4366"
10/25/2006,"S","6982"
10/23/2006,"N","8817"
10/12/2006,"N","8848"
10/31/2006,"R","4372"
10/2/2006,"N","8838"
10/23/2006,"R","4367"
9/7/2006,"N","8774"
9/25/2006,"N","8825"
9/27/2006,"N","8831"
9/15/2006,"N","8758"
9/18/2006,"N","8824"
9/20/2006,"N","8827"
9/12/2006,"R","4352"
8/14/2006,"S","6950"
8/30/2006,"N","8807"
8/21/2006,"S","6944"
6/5/2006,"S","6916"
8/18/2006,"N","8799"
8/14/2006,"N","8796"
6/28/2006,"R","4325"
7/6/2006,"N","8736"
7/10/2006,"N","8779"
6/23/2006,"S","6915"
6/8/2006,"N","8669"
6/15/2006,"R","4322"
5/26/2006,"N","8753"
6/5/2006,"N","8685"
6/5/2006,"N","8761"
6/7/2006,"S","6920"
6/7/2006,"R","4319"
5/25/2006,"N","8752"
5/15/2006,"N","8722"
6/25/2001,"N","7178"
5/22/2006,"N","8747"
5/5/2006,"S","6905"
5/1/2006,"S","6890"
4/13/2006,"N","8725"
4/12/2006,"N","8658"
4/19/2006,"R","4298"
3/31/2006,"N","8712"
4/5/2006,"R","4292"
4/4/2006,"N","8707"
3/16/2006,"N","8705"
1/6/2006,"N","8657"
3/30/2007,"S","7062"
1/31/2006,"N","8659"
11/21/2005,"S","6637"
3/3/2006,"N","8676"
1/24/2006,"N","8542"
2/9/2006,"N","8682"
2/21/2006,"N","8688"
2/8/2006,"R","4269"
2/14/2006,"S","6862"
2/1/2006,"R","4229"
2/3/2006,"S","6856"
1/25/2006,"N","8666"
2/6/2006,"R","4268"
1/25/2006,"N","8672"
12/19/2005,"N","8593"
1/30/2006,"R","4264"
1/23/2006,"N","8670"
1/12/2006,"N","8647"
1/13/2006,"S","6845"
1/13/2006,"N","8664"
12/19/2005,"S","6824"
10/17/2005,"N","8581"
12/22/2005,"S","6829"
11/28/2005,"S","6807"
11/14/2005,"N","8610"
12/9/2005,"S","6819"
11/16/2005,"N","8538"
11/17/2005,"N","8618"
9/20/2005,"R","4221"
11/10/2005,"R","4237"
10/12/2005,"N","8574"
10/12/2005,"S","6780"
10/14/2005,"R","4233"
10/7/2005,"S","6775"
8/25/2005,"N","8546"
9/8/2005,"S","6751"
4/19/2004,"S","6413"
8/15/2005,"N","8536"
8/24/2005,"S","6745"
8/25/2005,"S","6689"
8/11/2005,"R","4213"
8/9/2005,"N","8527"
8/11/2005,"R","4204"
8/11/2005,"R","4208"
8/11/2005,"S","6737"
8/4/2005,"N","8525"
7/28/2005,"R","4189"
7/22/2005,"R","4195"
7/25/2005,"R","4198"
7/25/2005,"N","8472"
7/7/2005,"N","8493"
7/19/2005,"R","4191"
7/14/2005,"S","6721"
9/4/2001,"N","7246"
7/1/2005,"S","6714"
7/8/2005,"R","4186"
6/27/2005,"R","4180"
6/17/2005,"N","8473"
6/20/2005,"N","8464"
6/23/2005,"S","6709"
6/8/2005,"N","8423"
5/18/2005,"S","6674"
6/15/2005,"N","8465"
6/1/2005,"N","8408"
6/2/2005,"S","6697"
5/27/2005,"N","8439"
5/17/2005,"N","8432"
5/23/2005,"R","4168"
5/25/2005,"N","8389"
5/27/2005,"N","8447"
5/18/2005,"S","6663"
5/16/2005,"S","6686"
5/10/2005,"S","6680"
5/5/2005,"N","8416"
5/9/2005,"N","8422"
5/9/2005,"N","8398"
4/13/2005,"N","8386"
3/23/2005,"S","6629"
3/30/2005,"S","6653"
3/25/2005,"S","6651"
3/7/2005,"N","8361"
3/16/2005,"N","8368"
3/10/2005,"S","6641"
3/10/2005,"S","6644"
2/22/2005,"N","8232"
3/3/2005,"N","8358"
2/16/2005,"R","4116"
3/8/2005,"R","4136"
3/8/2005,"S","6642"
2/25/2005,"R","4133"
2/25/2005,"N","8339"
2/1/2005,"S","6612"
2/17/2005,"S","6626"
2/22/2005,"N","8348"
2/18/2005,"S","6592"
2/17/2005,"N","8336"
2/14/2005,"N","8337"
1/19/2005,"S","6604"
2/9/2005,"S","6621"
2/2/2005,"S","6593"
2/3/2005,"N","8331"
2/2/2005,"N","8330"
1/21/2005,"S","6606"
1/21/2005,"N","8312"
1/13/2005,"S","6564"
1/20/2005,"S","6605"
1/4/2005,"S","6587"
1/10/2005,"R","4104"
1/11/2005,"S","6590"
1/5/2005,"S","6594"
12/27/2004,"R","4107"
12/16/2004,"R","4102"
11/10/2004,"N","8263"
12/6/2004,"S","6577"
10/15/2004,"N","8233"
11/5/2004,"N","8261"
11/16/2004,"S","6563"
11/18/2004,"S","6565"
11/3/2004,"N","8255"
11/3/2004,"S","6554"
10/22/2004,"S","6540"
7/19/2004,"N","8148"
10/13/2004,"R","4082"
10/18/2004,"N","8193"
10/19/2004,"N","8237"
10/8/2004,"S","6544"
9/30/2004,"N","8215"
8/19/2004,"N","8175"
9/21/2004,"N","8191"
9/24/2004,"N","8214"
8/2/2004,"S","6449"
9/29/2004,"N","8217"
8/30/2004,"N","8178"
9/8/2004,"N","8170"
9/20/2004,"N","8208"
9/2/2004,"R","4072"
8/26/2004,"S","6511"
8/11/2004,"S","6499"
8/12/2004,"N","8114"
8/12/2004,"S","6500"
8/5/2004,"R","4063"
7/21/2004,"N","8145"
7/23/2004,"N","8151"
7/12/2004,"N","8134"
7/2/2004,"R","4051"
7/6/2004,"N","8135"
5/7/1982,"N","870"
7/9/2004,"N","8077"
6/28/2004,"S","6467"
6/18/2004,"S","6461"
6/14/2004,"N","8089"
6/8/2004,"N","8109"
6/14/2004,"R","4047"
5/17/2004,"S","6437"
6/2/2004,"S","6443"
6/7/2004,"N","8108"
5/7/2004,"S","6431"
5/26/2004,"S","6442"
5/11/2004,"S","6430"
5/11/2004,"N","8092"
5/5/2004,"N","8085"
4/14/2004,"N","7913"
4/28/2004,"S","6417"
4/5/2004,"N","8063"
4/13/2004,"S","6395"
4/16/2004,"N","7954"
3/24/2004,"R","4025"
4/12/2004,"R","4032"
3/25/2004,"R","4006"
3/23/2004,"S","6393"
4/1/2004,"S","6267"
3/18/2004,"S","6378"
3/15/2004,"S","6390"
3/23/2004,"N","8053"
3/23/2004,"R","4023"
3/15/2004,"N","8045"
3/17/2004,"R","4020"
3/1/2004,"N","8040"
3/2/2004,"S","6376"
3/4/2004,"N","8042"
2/26/2004,"S","6369"
2/4/2004,"N","7981"
2/10/2004,"N","8032"
2/2/2004,"N","8022"
2/10/1984,"N","1550"
1/22/2004,"N","8007"
1/7/2004,"N","7965"
1/12/2004,"N","7991"
12/22/2003,"N","7972"
12/22/2003,"S","6332"
12/4/2003,"N","7924"
12/9/2003,"S","6316"
11/21/2003,"S","6307"
11/24/2003,"S","6315"
8/21/2003,"N","7868"
10/16/2003,"S","6271"
10/17/2003,"R","3965"
10/20/2003,"N","7939"
10/8/2003,"S","6288"
10/9/2003,"S","6289"
10/14/2003,"R","3967"
10/15/2003,"S","6293"
10/1/2003,"S","6282"
10/2/2003,"R","3964"
9/24/2003,"R","3962"
9/3/2003,"N","7885"
8/27/2003,"S","6253"
9/22/2003,"N","7912"
9/9/2003,"S","6263"
9/11/2003,"N","7893"
9/15/2003,"N","7902"
9/3/2003,"S","6260"
9/4/2003,"N","7887"
9/8/2003,"N","7862"
8/20/2003,"R","3948"
8/21/2003,"N","7875"
8/21/2003,"R","3949"
8/21/2003,"N","7866"
8/1/2003,"S","6233"
7/28/2003,"S","6225"
8/12/2003,"N","7858"
8/12/2003,"N","7849"
8/14/2003,"N","7867"
8/18/2003,"S","6226"
8/4/2003,"S","6234"
7/25/2003,"N","7844"
7/29/2003,"N","7848"
7/31/2003,"S","6231"
8/1/2003,"R","3936"
7/21/2003,"R","3922"
7/21/2003,"R","3931"
6/23/1998,"N","6116"
7/16/2003,"R","3926"
5/7/2003,"N","7541"
7/18/2003,"R","3929"
6/4/2003,"N","7792"
7/3/2003,"N","7812"
6/24/2003,"R","3921"
6/30/2003,"S","6210"
6/17/2003,"N","7805"
6/17/2003,"N","7800"
6/19/2003,"S","6205"
6/18/2003,"S","6145"
6/11/2003,"N","7799"
5/30/2003,"S","6192"
5/15/2003,"S","6179"
5/28/2003,"N","7717"
5/29/2003,"S","6188"
5/16/2003,"N","7737"
5/20/2003,"S","6182"
4/18/2003,"N","7744"
5/1/2003,"N","7757"
5/16/2003,"R","3909"
4/1/2003,"N","7719"
5/7/2003,"N","7764"
5/8/2003,"R","3907"
4/22/2003,"N","7747"
4/30/2003,"N","7749"
4/11/2003,"N","7682"
5/1/2003,"N","7728"
4/18/2003,"N","7743"
4/3/2003,"N","7726"
3/25/2003,"N","7714"
3/18/2003,"N","7707"
3/19/2003,"S","6143"
3/20/2003,"S","6120"
3/5/2003,"R","3897"
3/13/2003,"N","7703"
3/5/2003,"R","3895"
2/24/2003,"S","6127"
2/11/2003,"S","6114"
2/13/2003,"S","6119"
2/3/2003,"R","3885"
2/6/2003,"S","6111"
1/29/2003,"S","6103"
1/29/2003,"S","6084"
1/27/2003,"S","6102"
1/15/2003,"S","6065"
1/23/2003,"N","7662"
11/25/2002,"S","6074"
12/3/2002,"N","7605"
12/13/2002,"N","7641"
11/27/2002,"S","6062"
1/6/2003,"R","3878"
12/19/2002,"S","6054"
12/16/2002,"R","3869"
12/19/2002,"R","3872"
12/10/2002,"N","7642"
11/26/2002,"S","6079"
10/17/2002,"N","7602"
12/10/2002,"N","7577"
11/26/2002,"N","7637"
11/27/2002,"S","6081"
11/27/2002,"N","7640"
11/21/2002,"N","7623"
10/8/2002,"N","7583"
11/25/2002,"N","7633"
10/29/2002,"S","6037"
10/24/2002,"R","3857"
10/25/2002,"R","3858"
10/18/2002,"N","7603"
10/4/2002,"N","7579"
9/27/2002,"S","6023"
9/6/2002,"S","6029"
