"PLAN_CTRL_CD","PLAN_CTRL_NUM","MMS_COMPANY_NUM","BUS_ASC_NAME","PLAN_TYPE_CODE","PLAN_RECV_DATE","PLAN_COORDINATOR"
"N","8680","02266","EPL Oil & Gas, LLC","EP",2/9/2006,"KD"
"N","8681","02579","Tana Exploration Company LLC","EP",2/9/2006,"EC"
"N","8682","00105","Apache Corporation","EP",2/9/2006,"MT"
"S","6859","02219","Anadarko US Offshore LLC","EP",2/9/2006,"KD"
"R","4270","02451","GOM Shelf LLC","DOCD",2/9/2006,"KD"
"S","6860","00282","Dominion Exploration & Production, Inc.","EP",2/10/2006,"KD"
"N","8683","01978","Helis Oil & Gas Company, L.L.C.","EP",2/10/2006,"RS"
"R","4271","02025","EP Energy E&P Company, L.P.","DOCD",2/13/2006,"EC"
"S","6861","00078","Chevron U.S.A. Inc.","EP",2/13/2006,"EC"
"S","6862","01978","Helis Oil & Gas Company, L.L.C.","EP",2/14/2006,"MT"
"S","6863","02375","Energy XXI GOM, LLC","EP",2/14/2006,"RS"
"N","8684","00282","Dominion Exploration & Production, Inc.","EP",2/15/2006,"KD"
"N","8685","00818","Mariner Energy, Inc.","EP",2/15/2006,"EC"
"S","6864","02566","Prime Offshore L.L.C.","EP",2/15/2006,"EC"
"S","6865","02010","BHP Billiton Petroleum (GOM) Inc.","EP",2/16/2006,"MG"
"S","6866","02349","Magnum Hunter Production, Inc.","EP",2/16/2006,"MT"
"N","8686","00105","Apache Corporation","EP",2/16/2006,"MG"
"R","4272","02777","Peregrine Oil & Gas, LP","DOCD",2/17/2006,"MG"
"N","8687","02579","Tana Exploration Company LLC","DOCD",2/17/2006,"MT"
"R","4273","02058","LLOG Exploration Offshore, L.L.C.","EP",2/21/2006,"MT"
"R","4274","02349","Magnum Hunter Production, Inc.","EP",2/21/2006,"RS"
"N","8688","02058","LLOG Exploration Offshore, L.L.C.","EP",2/21/2006,"RS"
"N","8689","02268","Bois d'Arc Offshore Ltd.","EP",2/21/2006,"KD"
"N","8690","00276","Exxon Mobil Corporation","EP",2/21/2006,"EC"
"N","8691","00059","Hess Corporation","EP",2/22/2006,"MG"
"R","4275","02481","BP Exploration & Production Inc.","EP",2/22/2006,"KD"
"R","4276","00078","Chevron U.S.A. Inc.","DOCD",2/22/2006,"EC"
"S","6867","01482","JX Nippon Oil Exploration (U.S.A.) Limited","DOCD",2/23/2006,"KD"
"N","8692","01513","Callon Petroleum Operating Company","DOCD",2/23/2006,"MT"
"R","4277","00730","Walter Oil & Gas Corporation","EP",2/24/2006,"KD"
"R","4278","00689","Shell Offshore Inc.","DOCD",2/24/2006,"MG"
"N","8693","00078","Chevron U.S.A. Inc.","DOCD",2/24/2006,"MT"
"N","8694","02066","Ridgelake Energy, Inc.","EP",2/24/2006,"KD"
"N","8695","02058","LLOG Exploration Offshore, L.L.C.","DOCD",2/24/2006,"MG"
"N","8696","01978","Helis Oil & Gas Company, L.L.C.","EP",2/27/2006,"EC"
"S","6868","02566","Prime Offshore L.L.C.","EP",2/27/2006,"RS"
"S","6869","02566","Prime Offshore L.L.C.","EP",2/27/2006,"KD"
"N","8697","02312","McMoRan Oil & Gas LLC","EP",3/1/2006,"RS"
"S","5085","02010","BHP Billiton Petroleum (GOM) Inc.","POE",9/30/1999,"KD"
"S","5086","02079","CNOOC Petroleum Offshore U.S.A. Inc.","DOCD",9/30/1999,"EC"
"R","3355","00593","BP Exploration Inc.","POE",9/30/1999,"KD"
"N","6617","00282","Dominion Exploration & Production, Inc.","POE",9/30/1999,"MG"
"S","5087","02332","PennzEnergy Exploration and Production, L.L.C.","DOCD",10/1/1999,"MG"
"R","3356","00282","Dominion Exploration & Production, Inc.","DOCD",10/1/1999,"EC"
"S","5088","02018","Stone Energy, L.L.C.","DOCD",10/1/1999,"RS"
"R","3357","02222","PetroQuest Energy, L.L.C.","POE",10/4/1999,"MG"
"S","5089","02219","Anadarko US Offshore LLC","POE",10/4/1999,"KD"
"N","6618","02169","Mariner Gulf of Mexico LLC","POE",10/5/1999,"RS"
"R","3358","02018","Stone Energy, L.L.C.","POE",10/5/1999,"RS"
"N","6619","01207","Petrobras America Inc.","POE",10/5/1999,"KD"
"N","6620","00056","ConocoPhillips Company","POE",10/5/1999,"EC"
"N","6621","00724","Marathon Oil Company","POE",10/6/1999,"MG"
"N","6622","01935","Pioneer Natural Resources USA, Inc.","POE",10/6/1999,"RS"
"R","3359","01855","Vastar Resources, Inc.","POE",10/6/1999,"KD"
"R","3360","02139","Shell Deepwater Development Inc.","POE",10/6/1999,"EC"
"S","5090","02139","Shell Deepwater Development Inc.","POE",10/6/1999,"EC"
"S","5091","02714","Century Exploration New Orleans, LLC","DOCD",10/7/1999,"MG"
"N","6623","00078","Chevron U.S.A. Inc.","POE",10/7/1999,"KD"
"S","5092","02219","Anadarko US Offshore LLC","POE",10/8/1999,"RS"
"S","5093","01855","Vastar Resources, Inc.","DOCD",10/13/1999,"KD"
"S","5094","00730","Walter Oil & Gas Corporation","POE",10/12/1999,"EC"
"N","6624","01513","Callon Petroleum Operating Company","DOCD",10/12/1999,"EC"
"N","6625","00078","Chevron U.S.A. Inc.","POE",10/12/1999,"MG"
"N","6626","02010","BHP Billiton Petroleum (GOM) Inc.","POE",10/12/1999,"RS"
"N","6627","00560","Seneca Resources Corporation","POE",10/12/1999,"KD"
"N","6628","01777","Devon Louisiana Corporation","POE",10/12/1999,"EC"
"S","5095","02219","Anadarko US Offshore LLC","POE",10/13/1999,"MG"
"N","6629","00003","Union Oil Company of California","POE",10/13/1999,"MG"
"N","6630","00003","Union Oil Company of California","POE",10/13/1999,"RS"
"N","6631","00003","Union Oil Company of California","POE",10/14/1999,"KD"
"S","5096","02219","Anadarko US Offshore LLC","POE",10/15/1999,"RS"
"S","5097","01911","Prime Natural Resources, Inc.","DOCD",10/18/1999,"KD"
"N","6632","01855","Vastar Resources, Inc.","POE",10/18/1999,"EC"
"R","3361","01855","Vastar Resources, Inc.","POE",10/18/1999,"MG"
"S","5098","00730","Walter Oil & Gas Corporation","POE",10/18/1999,"EC"
"N","6633","02058","LLOG Exploration Offshore, L.L.C.","POE",10/18/1999,"MG"
"R","3362","01207","Petrobras America Inc.","POE",10/18/1999,"RS"
"S","5099","00846","Hall-Houston Oil Company","DOCD",10/19/1999,"MG"
"S","5100","00491","EP Energy Management, L.L.C.","DOCD",10/19/1999,"RS"
"S","5101","00491","EP Energy Management, L.L.C.","DOCD",10/19/1999,"KD"
"N","6634","01001","IP Petroleum Company, Inc.","POE",10/19/1999,"RS"
"R","3363","01832","Forcenergy Inc","POE",10/19/1999,"KD"
"R","3364","01138","El Paso Production GOM Inc.","POE",10/20/1999,"EC"
"S","5102","01046","The Houston Exploration Company","POE",10/20/1999,"EC"
"S","5103","02219","Anadarko US Offshore LLC","POE",10/20/1999,"MG"
"N","6635","00689","Shell Offshore Inc.","DOCD",10/20/1999,"KD"
"S","5104","00771","Texaco Exploration and Production Inc.","POE",10/21/1999,"RS"
"N","6636","00059","Hess Corporation","POE",10/22/1999,"EC"
"N","6637","00724","Marathon Oil Company","POE",10/22/1999,"MG"
"S","5105","00078","Chevron U.S.A. Inc.","DOCD",10/26/1999,"KD"
"R","3365","00276","Exxon Mobil Corporation","DOCD",10/25/1999,"MG"
"R","3366","00276","Exxon Mobil Corporation","DOCD",10/26/1999,"RS"
"S","5106","00730","Walter Oil & Gas Corporation","DOCD",10/26/1999,"EC"
"S","5107","01138","El Paso Production GOM Inc.","POE",10/26/1999,"MG"
"R","3367","00724","Marathon Oil Company","POE",10/26/1999,"KD"
"N","6639","00059","Hess Corporation","POE",10/29/1999,"KD"
"N","6638","00276","Exxon Mobil Corporation","POE",10/28/1999,"RS"
"N","6640","00491","EP Energy Management, L.L.C.","POE",10/29/1999,"EC"
"N","6641","00491","EP Energy Management, L.L.C.","POE",10/29/1999,"MG"
"N","6642","01704","Remington Oil and Gas Corporation","POE",10/29/1999,"RS"
"S","5108","02169","Mariner Gulf of Mexico LLC","DOCD",10/29/1999,"RS"
"N","6643","02169","Mariner Gulf of Mexico LLC","DOCD",10/29/1999,"KD"
"N","6644","00491","EP Energy Management, L.L.C.","POE",10/29/1999,"EC"
"R","3368","01001","IP Petroleum Company, Inc.","POE",10/29/1999,"EC"
"R","3369","00771","Texaco Exploration and Production Inc.","POE",11/1/1999,"MG"
"N","6645","00724","Marathon Oil Company","POE",11/1/1999,"MG"
"S","5109","02268","Bois d'Arc Offshore Ltd.","POE",11/1/1999,"KD"
"R","3370","00078","Chevron U.S.A. Inc.","DOCD",11/1/1999,"RS"
"S","5110","02266","EPL Oil & Gas, LLC","DOCD",11/1/1999,"EC"
"S","5111","00148","Anadarko E&P Company LP","DOCD",11/1/1999,"MG"
"N","6646","00185","Samedan Oil Corporation","POE",11/2/1999,"RS"
"S","5112","02108","Transworld Exploration and Production, Inc.","POE",11/2/1999,"RS"
"N","6647","01138","El Paso Production GOM Inc.","DOCD",11/3/1999,"KD"
"N","6648","00818","Mariner Energy, Inc.","POE",11/3/1999,"EC"
"N","6649","01855","Vastar Resources, Inc.","DOCD",11/3/1999,"MG"
"N","6650","01855","Vastar Resources, Inc.","POE",11/3/1999,"RS"
"N","6651","02018","Stone Energy, L.L.C.","POE",11/4/1999,"KD"
"S","5113","02079","CNOOC Petroleum Offshore U.S.A. Inc.","POE",11/4/1999,"KD"
"S","5114","00048","Sabine Oil & Gas Corporation","DOCD",11/4/1999,"EC"
"N","6652","00818","Mariner Energy, Inc.","POE",11/4/1999,"EC"
"N","6653","00003","Union Oil Company of California","DOCD",11/5/1999,"MG"
"S","5115","02079","CNOOC Petroleum Offshore U.S.A. Inc.","DOCD",11/5/1999,"MG"
"N","6654","02169","Mariner Gulf of Mexico LLC","POE",11/5/1999,"RS"
"N","6655","01578","British-Borneo USA, Inc.","POE",11/8/1999,"KD"
"N","6656","00560","Seneca Resources Corporation","POE",11/8/1999,"EC"
"N","6657","02018","Stone Energy, L.L.C.","POE",11/9/1999,"MG"
"N","6658","01548","Tana Oil and Gas Corporation","DOCD",11/9/1999,"RS"
"R","3371","00056","ConocoPhillips Company","POE",11/9/1999,"KD"
"R","3372","02200","Fairways Offshore Exploration, Inc.","DOCD",11/9/1999,"EC"
"R","3373","02332","PennzEnergy Exploration and Production, L.L.C.","DOCD",11/9/1999,"MG"
"N","673","00235","Texas Eastern Exploration Co.","POD",2/2/1981,"ES"
"S","1564","00040","Texaco Inc.","DOCD",2/22/1985,"ES"
"S","5116","01513","Callon Petroleum Operating Company","POE",11/10/1999,"RS"
"R","3374","00148","Anadarko E&P Company LP","POE",11/12/1999,"AG"
"S","5117","00491","EP Energy Management, L.L.C.","DOCD",11/12/1999,"KD"
"R","3375","00276","Exxon Mobil Corporation","DOCD",11/12/1999,"RS"
"S","5118","00078","Chevron U.S.A. Inc.","DOCD",11/12/1999,"EC"
"S","5119","02108","Transworld Exploration and Production, Inc.","POE",11/12/1999,"MG"
"S","5120","00145","J. M. Huber Corporation","POE",11/12/1999,"RS"
"N","6659","00828","Cockrell Oil Corporation","DOCD",11/12/1999,"KD"
"S","5121","00185","Samedan Oil Corporation","DOCD",11/12/1999,"KD"
"R","3376","00828","Cockrell Oil Corporation","POE",11/12/1999,"KD"
"S","5122","00846","Hall-Houston Oil Company","DOCD",11/15/1999,"EC"
"N","6660","00003","Union Oil Company of California","POE",11/15/1999,"EC"
"S","5123","00059","Hess Corporation","POE",11/15/1999,"MG"
"S","5124","01819","ATP Oil & Gas Corporation","DOCD",11/15/1999,"RS"
"N","6661","01855","Vastar Resources, Inc.","DOCD",11/15/1999,"MG"
"N","6662","01855","Vastar Resources, Inc.","DOCD",11/15/1999,"KD"
"R","3377","00724","Marathon Oil Company","POE",11/16/1999,"EC"
"S","5125","01354","Equitable Production Company","POE",11/16/1999,"KD"
"S","5126","00078","Chevron U.S.A. Inc.","DOCD",11/17/1999,"EC"
"N","6663","01819","ATP Oil & Gas Corporation","DOCD",11/17/1999,"RS"
"S","5801","00148","Anadarko E&P Company LP","DOCD",11/30/2001,"RS"
"N","7327","02268","Bois d'Arc Offshore Ltd.","EP",11/30/2001,"KD"
"N","7328","01284","W & T Offshore, Inc.","DOCD",11/30/2001,"EC"
"R","3731","00689","Shell Offshore Inc.","DOCD",12/3/2001,"RS"
"N","7329","02401","Westport Resources Corporation","DOCD",12/3/2001,"MG"
"S","5802","00236","El Paso Production Company","DOCD",12/3/2001,"KD"
"S","5803","00236","El Paso Production Company","DOCD",12/4/2001,"EC"
"S","5804","00491","EP Energy Management, L.L.C.","DOCD",12/4/2001,"MG"
"S","5805","01834","Talos Petroleum LLC","DOCD",12/4/2001,"RS"
"N","7330","00981","Anadarko Petroleum Corporation","EP",12/5/2001,"RS"
"N","7331","00771","Texaco Exploration and Production Inc.","EP",12/5/2001,"KD"
"S","5806","02108","Transworld Exploration and Production, Inc.","DOCD",12/5/2001,"KD"
"R","3732","00689","Shell Offshore Inc.","DOCD",12/6/2001,"MT"
"S","5807","00003","Union Oil Company of California","DOCD",12/6/2001,"EC"
"S","5808","00222","XTO Offshore Inc.","EP",12/6/2001,"MG"
"S","5809","00730","Walter Oil & Gas Corporation","EP",12/7/2001,"RS"
"N","7332","00730","Walter Oil & Gas Corporation","EP",12/7/2001,"EC"
"S","5810","00056","ConocoPhillips Company","DOCD",12/7/2001,"KD"
"R","3733","00078","Chevron U.S.A. Inc.","EP",12/7/2001,"KD"
"S","5811","00078","Chevron U.S.A. Inc.","DOCD",12/10/2001,"EC"
"N","7333","00724","Marathon Oil Company","EP",12/10/2001,"MG"
"R","3734","00162","Eni Petroleum Co. Inc.","EP",12/10/2001,"EC"
"R","3735","02477","Tarpon Operating & Development, L.L.C.","EP",12/10/2001,"MG"
"N","7334","01551","Devon SFS Operating, Inc.","EP",12/10/2001,"RS"
"N","7335","01767","PRS Offshore, L.P.","EP",12/10/2001,"KD"
"R","3736","00185","Samedan Oil Corporation","DOCD",12/10/2001,"RS"
"N","7336","02169","Mariner Gulf of Mexico LLC","DOCD",12/11/2001,"EC"
"R","3737","02412","Century Exploration Company","DOCD",12/11/2001,"KD"
"R","3738","00078","Chevron U.S.A. Inc.","DOCD",12/12/2001,"EC"
"R","3739","01689","Murphy Exploration & Production Company","EP",12/12/2001,"MG"
"S","5812","02316","Vastar Offshore, Inc.","DOCD",12/12/2001,"MG"
"N","7337","00059","Hess Corporation","EP",12/13/2001,"MG"
"S","5813","01550","Unocal Exploration Corporation","DOCD",12/13/2001,"RS"
"N","7338","00689","Shell Offshore Inc.","EP",12/14/2001,"RS"
"R","3740","02189","Mission Resources Corporation","DOCD",12/14/2001,"RS"
"S","5814","00491","EP Energy Management, L.L.C.","EP",12/14/2001,"KD"
"S","5815","01777","Devon Louisiana Corporation","EP",12/17/2001,"EC"
"S","5816","02349","Magnum Hunter Production, Inc.","DOCD",12/17/2001,"MG"
"N","7339","01978","Helis Oil & Gas Company, L.L.C.","DOCD",12/17/2001,"KD"
"S","5817","01680","BP Exploration & Oil Inc.","EP",12/17/2001,"RS"
"N","7340","00282","Dominion Exploration & Production, Inc.","EP",12/18/2001,"EC"
"R","3741","01963","Apex Oil & Gas, Inc.","EP",12/18/2001,"KD"
"N","7341","01834","Talos Petroleum LLC","EP",12/18/2001,"MG"
"R","3742","01364","Newfield Exploration Company","EP",12/18/2001,"MG"
"R","3743","02466","Gryphon Exploration Company","EP",12/18/2001,"EC"
"S","5818","00078","Chevron U.S.A. Inc.","DOCD",12/19/2001,"KD"
"N","7342","00078","Chevron U.S.A. Inc.","EP",12/19/2001,"RS"
"R","3744","00078","Chevron U.S.A. Inc.","EP",12/20/2001,"RS"
"S","5819","00114","BP America Production Company","DOCD",12/20/2001,"EC"
"N","7343","00730","Walter Oil & Gas Corporation","EP",12/20/2001,"KD"
"N","7344","01958","Maxus (U.S.) Exploration Company","EP",12/20/2001,"EC"
"N","7345","01284","W & T Offshore, Inc.","DOCD",12/20/2001,"MG"
"N","7346","02169","Mariner Gulf of Mexico LLC","EP",12/20/2001,"RS"
"S","5820","00981","Anadarko Petroleum Corporation","EP",12/21/2001,"MG"
"S","5821","00981","Anadarko Petroleum Corporation","EP",12/21/2001,"RS"
"S","5822","01855","Vastar Resources, Inc.","DOCD",12/26/2001,"KD"
"S","5823","00282","Dominion Exploration & Production, Inc.","EP",12/26/2001,"EC"
"S","5824","00282","Dominion Exploration & Production, Inc.","EP",12/26/2001,"MG"
"R","3745","02466","Gryphon Exploration Company","EP",12/26/2001,"KD"
"N","7347","02169","Mariner Gulf of Mexico LLC","DOCD",12/27/2001,"KD"
"S","5825","01364","Newfield Exploration Company","EP",12/31/2001,"RS"
"N","7348","01963","Apex Oil & Gas, Inc.","DOCD",1/2/2002,"EC"
"N","7349","01046","The Houston Exploration Company","EP",1/2/2002,"MG"
"S","5826","00078","Chevron U.S.A. Inc.","DOCD",1/3/2002,"KD"
"S","5827","02058","LLOG Exploration Offshore, L.L.C.","DOCD",1/4/2002,"EC"
"S","5828","02451","GOM Shelf LLC","EP",1/4/2002,"MG"
"N","7350","02169","Mariner Gulf of Mexico LLC","EP",1/7/2002,"RS"
"N","7351","01704","Remington Oil and Gas Corporation","EP",1/7/2002,"KD"
"N","7352","01704","Remington Oil and Gas Corporation","DOCD",1/7/2002,"EC"
"R","3746","00818","Mariner Energy, Inc.","EP",1/7/2002,"MG"
"N","7353","01689","Murphy Exploration & Production Company","EP",1/7/2002,"MG"
"S","5829","01151","NCX Company, Inc.","DOCD",1/9/2002,"RS"
"N","7354","01138","El Paso Production GOM Inc.","EP",1/9/2002,"RS"
"S","5830","00236","El Paso Production Company","DOCD",1/9/2002,"KD"
"S","5831","00148","Anadarko E&P Company LP","EP",1/10/2002,"EC"
"N","7355","00078","Chevron U.S.A. Inc.","EP",1/11/2002,"KD"
"N","7356","00730","Walter Oil & Gas Corporation","DOCD",1/11/2002,"EC"
"S","5832","01364","Newfield Exploration Company","EP",1/11/2002,"MG"
"S","5833","02312","McMoRan Oil & Gas LLC","EP",1/14/2002,"RS"
"S","5834","00687","CNOOC Petroleum U.S.A. Inc.","DOCD",1/14/2002,"KD"
"S","5835","00078","Chevron U.S.A. Inc.","DOCD",1/14/2002,"EC"
"R","3747","00003","Union Oil Company of California","DOCD",1/15/2002,"RS"
"R","3748","01689","Murphy Exploration & Production Company","DOCD",1/15/2002,"AG"
"S","5836","01046","The Houston Exploration Company","DOCD",1/16/2002,"MG"
"S","5837","00078","Chevron U.S.A. Inc.","DOCD",1/16/2002,"RS"
"S","5838","00056","ConocoPhillips Company","DOCD",1/18/2002,"KD"
"S","5839","00056","ConocoPhillips Company","DOCD",1/18/2002,"EC"
"R","3749","01138","El Paso Production GOM Inc.","DOCD",1/18/2002,"EC"
"R","3750","01385","Chieftain International (U.S.) Inc.","EP",1/18/2002,"MG"
"S","5840","00231","Pogo Producing Company","DOCD",1/22/2002,"MG"
"N","7357","01834","Talos Petroleum LLC","DOCD",1/22/2002,"MG"
"N","7358","01704","Remington Oil and Gas Corporation","EP",1/22/2002,"RS"
"N","7359","00403","Challenger Minerals Inc.","EP",1/22/2002,"KD"
"S","5841","01385","Chieftain International (U.S.) Inc.","EP",1/23/2002,"RS"
"N","7360","00064","Hunt Oil Company","EP",1/23/2002,"EC"
"R","3751","00078","Chevron U.S.A. Inc.","DOCD",1/23/2002,"RS"
"S","5842","01819","ATP Oil & Gas Corporation","DOCD",1/23/2002,"KD"
"S","5843","02316","Vastar Offshore, Inc.","DOCD",1/24/2002,"EC"
"R","3752","00039","ExxonMobil Oil Corporation","DOCD",1/24/2002,"KD"
"N","7361","02058","LLOG Exploration Offshore, L.L.C.","EP",1/24/2002,"MG"
"R","3753","00078","Chevron U.S.A. Inc.","DOCD",1/24/2002,"EC"
"S","5844","00078","Chevron U.S.A. Inc.","DOCD",1/24/2002,"MG"
"N","7362","02169","Mariner Gulf of Mexico LLC","EP",1/25/2002,"RS"
"R","3754","02421","Devon Energy Production Company, L.P.","DOCD",1/25/2002,"MG"
"S","5845","02268","Bois d'Arc Offshore Ltd.","DOCD",1/25/2002,"RS"
"R","3755","00078","Chevron U.S.A. Inc.","DOCD",1/25/2002,"RS"
"S","5846","01500","TOTAL E&P USA, INC.","EP",1/28/2002,"KD"
"R","3756","01777","Devon Louisiana Corporation","EP",1/28/2002,"KD"
"N","7363","02169","Mariner Gulf of Mexico LLC","EP",1/28/2002,"KD"
"S","5847","02481","BP Exploration & Production Inc.","EP",1/28/2002,"EC"
"S","5848","00078","Chevron U.S.A. Inc.","DOCD",1/29/2002,"MG"
"S","5849","01689","Murphy Exploration & Production Company","EP",1/29/2002,"RS"
"S","5850","00078","Chevron U.S.A. Inc.","DOCD",1/29/2002,"KD"
"N","7364","02525","Westport Resources Corporation","EP",1/29/2002,"EC"
"R","3757","01689","Murphy Exploration & Production Company","EP",1/30/2002,"EC"
"N","8148","02409","Maritech Resources, Inc.","DOCD",7/19/2004,"KD"
"S","6486","02219","Anadarko US Offshore LLC","EP",7/19/2004,"RS"
"S","6487","01978","Helis Oil & Gas Company, L.L.C.","EP",7/20/2004,"EC"
"S","6488","01284","W & T Offshore, Inc.","EP",7/20/2004,"MG"
"N","8149","01704","Remington Oil and Gas Corporation","EP",7/21/2004,"EC"
"N","8150","00078","Chevron U.S.A. Inc.","EP",7/21/2004,"MG"
"R","4057","00078","Chevron U.S.A. Inc.","EP",7/22/2004,"MG"
"S","6489","02266","EPL Oil & Gas, LLC","EP",7/22/2004,"RS"
"N","8151","00689","Shell Offshore Inc.","EP",7/23/2004,"KD"
"R","4058","02579","Tana Exploration Company LLC","EP",7/23/2004,"RS"
"S","6490","02058","LLOG Exploration Offshore, L.L.C.","DOCD",7/23/2004,"KD"
"N","8152","01704","Remington Oil and Gas Corporation","EP",7/23/2004,"RS"
"N","8153","02421","Devon Energy Production Company, L.P.","EP",7/23/2004,"MG"
"N","8154","02268","Bois d'Arc Offshore Ltd.","EP",7/26/2004,"KD"
"N","8155","02481","BP Exploration & Production Inc.","EP",7/26/2004,"MG"
"N","8156","01978","Helis Oil & Gas Company, L.L.C.","EP",7/26/2004,"RS"
"N","8157","02566","Prime Offshore L.L.C.","EP",7/26/2004,"KD"
"N","8158","02219","Anadarko US Offshore LLC","EP",7/26/2004,"MG"
"S","6491","00730","Walter Oil & Gas Corporation","DOCD",7/27/2004,"MG"
"R","4059","02058","LLOG Exploration Offshore, L.L.C.","EP",7/28/2004,"KD"
"R","4060","00282","Dominion Exploration & Production, Inc.","EP",7/28/2004,"MG"
"N","8159","01355","Cabot Oil & Gas Corporation","DOCD",7/28/2004,"RS"
"N","8160","00078","Chevron U.S.A. Inc.","DOCD",7/28/2004,"KD"
"S","6492","00078","Chevron U.S.A. Inc.","EP",7/29/2004,"RS"
"N","8161","00818","Mariner Energy, Inc.","DOCD",7/29/2004,"MG"
"N","8162","02237","Noble Energy, Inc.","EP",7/30/2004,"MG"
"N","8163","02237","Noble Energy, Inc.","EP",7/30/2004,"RS"
"S","6493","00105","Apache Corporation","DOCD",7/30/2004,"KD"
"R","4061","00276","Exxon Mobil Corporation","EP",8/2/2004,"KD"
"N","8164","02647","Murphy Exploration & Production Company - USA","EP",8/2/2004,"KD"
"S","6494","02714","Century Exploration New Orleans, LLC","EP",8/3/2004,"MG"
"N","8165","00078","Chevron U.S.A. Inc.","EP",8/3/2004,"MG"
"N","8166","02268","Bois d'Arc Offshore Ltd.","DOCD",8/5/2004,"RS"
"N","8167","02579","Tana Exploration Company LLC","EP",8/3/2004,"KD"
"S","6495","02647","Murphy Exploration & Production Company - USA","EP",8/3/2004,"RS"
"R","4062","00818","Mariner Energy, Inc.","EP",8/5/2004,"RS"
"R","4063","00818","Mariner Energy, Inc.","EP",8/5/2004,"EC"
"S","6496","00276","Exxon Mobil Corporation","DOCD",8/5/2004,"KD"
"N","8168","01364","Newfield Exploration Company","DOCD",8/5/2004,"MG"
"N","8169","02628","Arena Offshore, LP","DOCD",8/6/2004,"KD"
"S","6497","01834","Talos Petroleum LLC","DOCD",8/9/2004,"EC"
"S","6498","00003","Union Oil Company of California","DOCD",8/10/2004,"RS"
"N","8170","01513","Callon Petroleum Operating Company","EP",8/11/2004,"EC"
"S","6499","00818","Mariner Energy, Inc.","EP",8/11/2004,"MG"
"S","6500","02349","Magnum Hunter Production, Inc.","EP",8/12/2004,"KD"
"S","6501","00687","CNOOC Petroleum U.S.A. Inc.","DOCD",8/12/2004,"EC"
"N","1645","00282","Dominion Exploration & Production, Inc.","DOCD",4/17/1984,"WW"
"S","6502","02219","Anadarko US Offshore LLC","EP",8/13/2004,"MG"
"S","6503","02312","McMoRan Oil & Gas LLC","EP",8/13/2004,"RS"
"N","8171","01364","Newfield Exploration Company","DOCD",8/16/2004,"RS"
"N","8172","01046","The Houston Exploration Company","EP",8/16/2004,"EC"
"R","4064","00689","Shell Offshore Inc.","DOCD",8/18/2004,"MG"
"N","8173","00231","Pogo Producing Company","EP",8/18/2004,"MG"
"N","8174","00231","Pogo Producing Company","EP",8/19/2004,"RS"
"N","8175","00236","El Paso Production Company","EP",8/19/2004,"KD"
"R","4065","00276","Exxon Mobil Corporation","EP",8/19/2004,"RS"
"S","6504","02481","BP Exploration & Production Inc.","EP",8/20/2004,"KD"
"S","6505","00730","Walter Oil & Gas Corporation","DOCD",8/20/2004,"EC"
"R","4066","00724","Marathon Oil Company","EP",8/20/2004,"KD"
"R","4067","02237","Noble Energy, Inc.","EP",8/20/2004,"EC"
"S","6506","02392","Triangle Oil & Gas, Inc.","DOCD",8/23/2004,"MG"
"N","8176","02537","Tarpon Offshore, L.P.","DOCD",8/23/2004,"EC"
"N","8177","02566","Prime Offshore L.L.C.","EP",8/23/2004,"MG"
"N","8178","02606","Palace Operating Company","DOCD",8/23/2004,"RS"
"N","8179","00231","Pogo Producing Company","EP",8/23/2004,"KD"
"R","4068","01935","Pioneer Natural Resources USA, Inc.","EP",8/24/2004,"MG"
"S","6507","02427","Virgin Offshore U.S.A., Inc.","DOCD",8/24/2004,"RS"
"S","6508","02427","Virgin Offshore U.S.A., Inc.","DOCD",8/24/2004,"KD"
"N","8180","01978","Helis Oil & Gas Company, L.L.C.","EP",8/24/2004,"EC"
"N","8181","02169","Mariner Gulf of Mexico LLC","EP",8/25/2004,"MG"
"S","6509","00276","Exxon Mobil Corporation","EP",8/25/2004,"EC"
"R","4069","02579","Tana Exploration Company LLC","EP",8/25/2004,"RS"
"N","8182","01963","Apex Oil & Gas, Inc.","EP",8/25/2004,"RS"
"R","4070","00236","El Paso Production Company","EP",8/25/2004,"KD"
"S","6510","00362","BHP Billiton Petroleum (Americas) Inc.","EP",8/26/2004,"KD"
"S","6511","02219","Anadarko US Offshore LLC","EP",8/26/2004,"MG"
"N","8183","02466","Gryphon Exploration Company","EP",8/26/2004,"KD"
"N","8184","02268","Bois d'Arc Offshore Ltd.","EP",8/26/2004,"MG"
"N","8185","02219","Anadarko US Offshore LLC","EP",8/26/2004,"MG"
"R","4071","02628","Arena Offshore, LP","DOCD",7/9/2004,"RS"
"S","6512","01586","Petsec Energy Inc.","DOCD",8/27/2004,"MG"
"N","8186","02058","LLOG Exploration Offshore, L.L.C.","EP",8/27/2004,"EC"
"S","6513","01834","Talos Petroleum LLC","DOCD",8/27/2004,"RS"
"S","6514","00222","XTO Offshore Inc.","DOCD",8/27/2004,"EC"
"N","8187","01704","Remington Oil and Gas Corporation","EP",9/1/2004,"RS"
"N","8188","02421","Devon Energy Production Company, L.P.","DOCD",9/1/2004,"KD"
"N","8189","02349","Magnum Hunter Production, Inc.","DOCD",9/1/2004,"EC"
"S","6515","00231","Pogo Producing Company","DOCD",9/1/2004,"RS"
